,date,air_temperature,relative_soil_mosture_p1,illumination_p1,soil_acidity_p1,relative_soil_mosture_p2,illumination_p2,soil_acidity_p2,relative_soil_mosture_p3,illumination_p3,soil_acidity_p3,relative_soil_mosture_p4,illumination_p4,soil_acidity_p4,relative_soil_mosture_p5,illumination_p5,soil_acidity_p5
0,2055-01-01 21:00:00,8.1,83.8711713949413,9.372267404014977,,85.40223510785482,5.730315332176298,,82.84786560033668,0.5939462195463836,,83.83218319574966,7.302159597396075,,82.74929793407084,11.0826445327951,
1,2055-01-01 18:00:00,7.0,75.79658055425578,-0.7469127488184286,,76.95374529989112,3.082596816955717,,75.24551153762214,-1.2164905350986404,,78.30126909182552,1.2516004956443663,,77.20109564027156,5.759566526385656,
2,2055-01-01 15:00:00,7.7,72.61339513108611,53.03652686585475,,73.43822946853061,48.8704711901224,,69.97141195819297,48.82186881048697,,71.98132603064244,43.728100918411975,,69.97381326779902,45.683795637194955,
3,2055-01-01 12:00:00,8.0,65.16647907110239,8.856842853167121,,65.57675736703328,8.397042594673662,,64.81117644003237,10.55536327588037,,63.750013833000395,12.029422793516396,,65.95648466958619,8.757717599954244,
4,2055-01-01 09:00:00,10.0,83.3846609734411,6.571901967570458,,85.17163013396926,9.688266839756235,,87.27313124608831,5.914887312344366,,82.59590371957225,3.7011145149567652,,83.5672639391523,8.26766906730263,
5,2055-01-01 06:00:00,11.0,91.04126172183328,7.140262159438722,,92.7058564052101,9.385853812961045,,91.5873997487906,0.7147647409077651,,89.68183353387354,12.304668683054803,,90.83169967918809,12.006565882289308,
6,2055-01-01 03:00:00,11.6,94.7178446485471,3.659304849098601,,93.38559835699736,9.229713504495873,,95.37643605459756,4.28696460707478,,94.94765289766258,-2.491988794728808,,91.8071080916323,4.940369675446857,
7,2055-01-01 00:00:00,11.7,94.05638244808706,3.784199215015043,,95.48715659259064,10.47379357161083,,92.70185488791076,-0.4888530928605652,,92.1250627655587,2.7552989318623293,,95.13206805033602,0.877549988948715,
8,2054-12-31 21:00:00,12.0,92.92394997173983,10.368296985070828,,95.76638718546718,-0.3587581700671105,,95.44455600108937,6.670982253340702,,95.12224548229095,2.495575528223611,,92.89749262043465,5.835330576653731,
9,2054-12-31 18:00:00,11.8,93.98654128446104,-2.0946476707368813,,95.34229436347655,2.422016269683523,,94.97300935047808,4.7191541919470295,,91.82275857722455,9.302244430608814,,91.55374442761824,-1.317689780786023,
10,2054-12-31 15:00:00,11.4,92.51688444468365,-1.6466621411414657,,93.45997028154368,5.58288550178128,,95.66393644518872,-0.09491903065120777,,96.08924687493086,12.237155109062622,,94.22687136483799,7.790427137074078,
11,2054-12-31 12:00:00,11.4,93.49912353473997,5.314008748971195,,90.98560100633877,7.550906375401368,,90.06005778408812,-1.1464577667210882,,92.95582182612735,4.6116312522554255,,89.8065678903946,-0.9016906427720253,
12,2054-12-31 09:00:00,11.1,94.47026589684702,7.850893158177688,,91.54851499000512,4.703342585972158,,93.11172059870485,1.953463991633309,,92.66529549249057,9.323952686008449,,92.37462722724142,-1.9395221874723694,
13,2054-12-31 06:00:00,10.5,93.85627753874174,1.4932555715862539,,94.68232119674825,5.858308415213866,,96.40167372204284,4.155057723399265,,92.49624099598573,8.250386853055687,,91.93665925112703,0.10542311787054537,
14,2054-12-31 03:00:00,9.8,92.5304413970977,0.9139858031714123,,95.67443477228915,10.228252579151793,,93.12748187555172,-0.8628483243105407,,94.97318823657103,8.74502844615745,,95.97561887186504,-2.418675062091003,
15,2054-12-31 00:00:00,9.6,91.83696961243348,10.396129791815813,,92.15116075509575,8.198730316986005,,88.12761595372596,0.09264306132044897,,87.73955540688344,-0.8127276087454254,,90.55499323056598,5.838115592252108,
16,2054-12-30 21:00:00,9.4,92.75920326731254,9.536466934615866,,89.2241129275782,7.348931038096062,,89.77968149919387,2.4208274857901286,,91.29422194712853,-2.3139823511900968,,90.27644438546577,-1.620051820231076,
17,2054-12-30 18:00:00,8.3,91.9001903073343,3.289665369681104,,88.91432870646787,11.03158430420391,,91.22744397953132,11.322877526854201,,91.14179540349878,1.0242352968408182,,89.08191945433599,10.621847555534885,
18,2054-12-30 15:00:00,7.0,87.92544134451164,11.05847236965144,,89.51897885187829,-2.346654127140676,,90.07970333812816,3.571371957665722,,86.45835478920874,-2.208655718593299,,87.12223441516943,8.929024294000273,
19,2054-12-30 12:00:00,6.6,85.25793466469038,2.8215734833502797,,82.30527050029407,11.550908098644378,,83.90309192625861,5.804647216525951,,84.82125343490263,12.067371201832707,,82.98137195200977,3.6964974298027005,
20,2054-12-30 09:00:00,6.3,87.10994390795804,-2.151330341220252,,86.82711797877158,-0.5968474353193676,,88.06794076240409,11.226475539338134,,88.59003625872802,-2.0997346009758813,,88.65452830418296,4.5134985709992295,
21,2054-12-30 06:00:00,6.4,90.10265384778634,10.586533614432557,,90.10303073636359,3.383575991329714,,86.65919362080714,8.77734980038937,,89.37655823967071,7.261923433397742,,87.13330233863475,3.8631063418283684,
22,2054-12-30 03:00:00,6.3,89.99684590199341,5.830643445872702,,91.99618800756093,-2.30354966884987,,89.3782611940512,6.82907333013224,,92.30862579208122,0.6386318450183968,,89.85519633082353,6.1945053424249945,
23,2054-12-30 00:00:00,6.5,89.83587951234641,10.703471554919048,,91.61015301871284,0.46577266135120166,,90.95021945828854,1.3750864306643202,,88.64800883324959,3.680399586196102,,87.67837647977939,11.45782413616654,
24,2054-12-29 21:00:00,6.0,87.78231906393559,2.1924692825439207,,90.03941763215118,3.9271380967874836,,88.2560460592914,4.510907884296786,,88.91531105153628,0.403842432978065,,86.57277276725793,11.614817318738664,
25,2054-12-29 18:00:00,5.6,90.55116016647322,7.682061740110711,,88.58048415222211,8.399207483951091,,87.4967791806519,0.5236877901537405,,87.80705941186321,5.270392777617264,,90.99591012796313,12.478902386368176,
26,2054-12-29 15:00:00,6.5,84.8275615626881,8.026744334071324,,82.33337043992253,0.4958706838334397,,85.17404771970531,6.686131721091133,,81.98859929200907,-0.8886517095170934,,86.31545036538797,11.75029149257162,
27,2054-12-29 12:00:00,6.4,89.3449605180057,0.8826869244745277,,89.90330686959929,6.960756117447279,,85.75552024009897,0.47968982800780147,,90.36663326650458,8.619530665658102,,90.40793890155692,9.759650162415989,
28,2054-12-29 09:00:00,6.5,89.09155990616904,10.890778237027483,,89.88939805509095,-1.9874976987169921,,89.63773414278674,6.542986101103266,,89.27251473813914,-0.5610879089391085,,87.09127952392913,7.072283042550884,
29,2054-12-29 06:00:00,6.6,91.28949108083562,1.291133804930531,,88.37716227510003,-0.9809987148515393,,91.36852880473788,6.045295493809623,,91.2655132560497,-1.3172903047669076,,89.96195220815109,6.8396782192754895,
30,2054-12-29 03:00:00,7.1,87.78162490659469,6.6680974598273695,,84.74543096269943,1.377632793855326,,86.14596928754183,9.603475972824867,,85.64946449611416,1.718280689226725,,87.04834768096825,6.372774761887605,
31,2054-12-29 00:00:00,7.7,88.20343021045593,4.393672308866214,,88.82985270642538,8.545862630211165,,86.16398770506235,8.795123732825196,,86.88640251453894,9.921818918976754,,87.24637614347266,5.8002704564293674,
32,2054-12-28 21:00:00,8.7,76.95323301729015,9.898693405430564,,77.64503664025524,6.373370400519329,,75.88953541598762,8.243692175952397,,75.81556933063705,7.813512128957273,,78.92182734689132,5.561907493857722,
